latitude,longitude,postal_fsa,delivery_city,fulfilment_type,total_orders
43.670081,-79.322491,M4L,Toronto,"In-Store Pickup",8
43.670081,-79.322491,M4L,Toronto,"Home Delivery",13
43.670134,-79.323307,M4L,Toronto,"In-Store Pickup",5
43.670134,-79.323307,M4L,Toronto,"Home Delivery",12
43.670207,-79.317206,M4L,Toronto,"In-Store Pickup",12
43.670207,-79.317206,M4L,Toronto,"Home Delivery",8
43.670229,-79.745002,L6Y,Brampton,"In-Store Pickup",15
43.670229,-79.745002,L6Y,Brampton,"Home Delivery",16
43.670292,-79.319118,M4L,Toronto,"In-Store Pickup",9
43.670292,-79.319118,M4L,Toronto,"Home Delivery",5
43.670322,-79.738287,L6Y,Brampton,"In-Store Pickup",12
43.670322,-79.738287,L6Y,Brampton,"Home Delivery",6
43.670391,-79.742902,L6Y,Brampton,"In-Store Pickup",4
43.670391,-79.742902,L6Y,Brampton,"Home Delivery",16
43.670440,-79.320464,M4L,Toronto,"In-Store Pickup",9
43.670440,-79.320464,M4L,Toronto,"Home Delivery",8
43.670443,-79.316475,M4L,Toronto,"In-Store Pickup",12
43.670443,-79.316475,M4L,Toronto,"Home Delivery",12
43.670484,-79.322481,M4L,Toronto,"In-Store Pickup",10
43.670484,-79.322481,M4L,Toronto,"Home Delivery",11
43.670519,-79.742428,L6Y,Brampton,"In-Store Pickup",12
43.670519,-79.742428,L6Y,Brampton,"Home Delivery",12
43.670543,-79.737673,L6Y,Brampton,"In-Store Pickup",11
43.670543,-79.737673,L6Y,Brampton,"Home Delivery",7
43.670547,-79.320255,M4L,Toronto,"In-Store Pickup",11
43.670547,-79.320255,M4L,Toronto,"Home Delivery",12
43.670663,-79.742025,L6Y,Brampton,"In-Store Pickup",13
43.670663,-79.742025,L6Y,Brampton,"Home Delivery",17
43.670707,-79.320325,M4L,Toronto,"In-Store Pickup",12
43.670707,-79.320325,M4L,Toronto,"Home Delivery",11
43.670820,-79.742006,L6Y,Brampton,"In-Store Pickup",10
43.670820,-79.742006,L6Y,Brampton,"Home Delivery",11
43.670852,-79.740677,L6Y,Brampton,"In-Store Pickup",15
43.670852,-79.740677,L6Y,Brampton,"Home Delivery",12
43.670904,-79.744839,L6Y,Brampton,"In-Store Pickup",12
43.670904,-79.744839,L6Y,Brampton,"Home Delivery",10
43.670909,-79.317918,M4L,Toronto,"In-Store Pickup",15
43.670909,-79.317918,M4L,Toronto,"Home Delivery",5
43.670961,-79.316160,M4L,Toronto,"In-Store Pickup",9
43.670961,-79.316160,M4L,Toronto,"Home Delivery",15
43.671062,-79.321546,M4L,Toronto,"In-Store Pickup",10
43.671062,-79.321546,M4L,Toronto,"Home Delivery",12
43.671156,-79.745825,L6Y,Brampton,"In-Store Pickup",13
43.671156,-79.745825,L6Y,Brampton,"Home Delivery",9
43.671190,-79.322460,M4L,Toronto,"In-Store Pickup",11
43.671190,-79.322460,M4L,Toronto,"Home Delivery",21
43.671196,-79.739728,L6Y,Brampton,"In-Store Pickup",12
43.671196,-79.739728,L6Y,Brampton,"Home Delivery",6
43.671304,-79.320058,M4L,Toronto,"In-Store Pickup",10
43.671304,-79.320058,M4L,Toronto,"Home Delivery",12
43.671355,-79.744309,L6Y,Brampton,"In-Store Pickup",10
43.671355,-79.744309,L6Y,Brampton,"Home Delivery",9
43.671452,-79.322394,M4L,Toronto,"In-Store Pickup",8
43.671452,-79.322394,M4L,Toronto,"Home Delivery",6
43.671470,-79.317690,M4L,Toronto,"In-Store Pickup",8
43.671470,-79.317690,M4L,Toronto,"Home Delivery",13
43.671490,-79.746784,L6Y,Brampton,"In-Store Pickup",9
43.671490,-79.746784,L6Y,Brampton,"Home Delivery",15
43.671550,-79.742386,L6Y,Brampton,"In-Store Pickup",8
43.671550,-79.742386,L6Y,Brampton,"Home Delivery",12
43.671617,-79.738939,L6Y,Brampton,"In-Store Pickup",20
43.671617,-79.738939,L6Y,Brampton,"Home Delivery",10
43.671646,-79.316561,M4L,Toronto,"In-Store Pickup",14
43.671646,-79.316561,M4L,Toronto,"Home Delivery",7
43.671771,-79.316138,M4L,Toronto,"In-Store Pickup",13
43.671771,-79.316138,M4L,Toronto,"Home Delivery",10
43.671874,-79.743610,L6Y,Brampton,"In-Store Pickup",20
43.671874,-79.743610,L6Y,Brampton,"Home Delivery",13
43.671899,-79.322391,M4L,Toronto,"In-Store Pickup",8
43.671899,-79.322391,M4L,Toronto,"Home Delivery",14
43.671977,-79.743310,L6Y,Brampton,"In-Store Pickup",9
43.671977,-79.743310,L6Y,Brampton,"Home Delivery",10
43.671987,-79.324146,M4L,Toronto,"In-Store Pickup",11
43.671987,-79.324146,M4L,Toronto,"Home Delivery",13
43.672093,-79.324203,M4L,Toronto,"In-Store Pickup",9
43.672093,-79.324203,M4L,Toronto,"Home Delivery",8
43.672193,-79.316900,M4L,Toronto,"In-Store Pickup",13
43.672193,-79.316900,M4L,Toronto,"Home Delivery",7
43.672265,-79.323764,M4L,Toronto,"In-Store Pickup",11
43.672265,-79.323764,M4L,Toronto,"Home Delivery",10
43.672303,-79.323887,M4L,Toronto,"In-Store Pickup",9
43.672303,-79.323887,M4L,Toronto,"Home Delivery",9
43.672316,-79.324055,M4L,Toronto,"In-Store Pickup",13
43.672316,-79.324055,M4L,Toronto,"Home Delivery",12
43.672379,-79.325226,M4L,Toronto,"In-Store Pickup",9
43.672379,-79.325226,M4L,Toronto,"Home Delivery",10
43.672519,-79.317329,M4L,Toronto,"In-Store Pickup",18
43.672519,-79.317329,M4L,Toronto,"Home Delivery",8
43.672829,-79.320297,M4L,Toronto,"In-Store Pickup",11
43.672829,-79.320297,M4L,Toronto,"Home Delivery",9
43.672905,-79.323438,M4L,Toronto,"In-Store Pickup",6
43.672905,-79.323438,M4L,Toronto,"Home Delivery",8
43.700000,-79.636354,L4T,Mississauga,"In-Store Pickup",12
43.700000,-79.636354,L4T,Mississauga,"Home Delivery",15
43.700119,-79.645928,L4T,Mississauga,"In-Store Pickup",9
43.700119,-79.645928,L4T,Mississauga,"Home Delivery",9
43.700139,-79.637582,L4T,Mississauga,"In-Store Pickup",12
43.700139,-79.637582,L4T,Mississauga,"Home Delivery",11
43.700174,-79.636892,L4T,Mississauga,"In-Store Pickup",7
43.700174,-79.636892,L4T,Mississauga,"Home Delivery",8
43.700703,-79.638075,L4T,Mississauga,"In-Store Pickup",15
43.700703,-79.638075,L4T,Mississauga,"Home Delivery",12
43.700864,-79.640222,L4T,Mississauga,"In-Store Pickup",11
43.700864,-79.640222,L4T,Mississauga,"Home Delivery",13
43.700935,-79.642960,L4T,Mississauga,"In-Store Pickup",10
43.700935,-79.642960,L4T,Mississauga,"Home Delivery",7
43.700976,-79.645483,L4T,Mississauga,"In-Store Pickup",12
43.700976,-79.645483,L4T,Mississauga,"Home Delivery",13
43.701015,-79.642891,L4T,Mississauga,"In-Store Pickup",8
43.701015,-79.642891,L4T,Mississauga,"Home Delivery",16
43.701280,-79.640001,L4T,Mississauga,"In-Store Pickup",16
43.701280,-79.640001,L4T,Mississauga,"Home Delivery",14
43.701383,-79.637813,L4T,Mississauga,"In-Store Pickup",11
43.701383,-79.637813,L4T,Mississauga,"Home Delivery",8
43.701758,-79.636808,L4T,Mississauga,"In-Store Pickup",13
43.701758,-79.636808,L4T,Mississauga,"Home Delivery",7
43.701903,-79.637739,L4T,Mississauga,"In-Store Pickup",7
43.701903,-79.637739,L4T,Mississauga,"Home Delivery",18
43.701918,-79.643234,L4T,Mississauga,"In-Store Pickup",11
43.701918,-79.643234,L4T,Mississauga,"Home Delivery",6
43.702038,-79.642673,L4T,Mississauga,"In-Store Pickup",7
43.702038,-79.642673,L4T,Mississauga,"Home Delivery",7
43.702292,-79.638709,L4T,Mississauga,"In-Store Pickup",17
43.702292,-79.638709,L4T,Mississauga,"Home Delivery",10
43.702410,-79.640343,L4T,Mississauga,"In-Store Pickup",13
43.702410,-79.640343,L4T,Mississauga,"Home Delivery",13
43.702438,-79.641356,L4T,Mississauga,"In-Store Pickup",13
43.702438,-79.641356,L4T,Mississauga,"Home Delivery",12
43.702819,-79.644465,L4T,Mississauga,"In-Store Pickup",15
43.702819,-79.644465,L4T,Mississauga,"Home Delivery",14
43.703030,-79.644976,L4T,Mississauga,"In-Store Pickup",12
43.703030,-79.644976,L4T,Mississauga,"Home Delivery",10
43.703133,-79.642282,L4T,Mississauga,"In-Store Pickup",14
43.703133,-79.642282,L4T,Mississauga,"Home Delivery",17
43.703163,-79.639474,L4T,Mississauga,"In-Store Pickup",11
43.703163,-79.639474,L4T,Mississauga,"Home Delivery",12
43.703202,-79.637947,L4T,Mississauga,"In-Store Pickup",11
43.703202,-79.637947,L4T,Mississauga,"Home Delivery",11
43.703290,-79.636953,L4T,Mississauga,"In-Store Pickup",17
43.703290,-79.636953,L4T,Mississauga,"Home Delivery",8
43.703393,-79.637498,L4T,Mississauga,"In-Store Pickup",16
43.703393,-79.637498,L4T,Mississauga,"Home Delivery",9
43.703410,-79.643886,L4T,Mississauga,"In-Store Pickup",11
43.703410,-79.643886,L4T,Mississauga,"Home Delivery",7
43.703605,-79.639021,L4T,Mississauga,"In-Store Pickup",15
43.703605,-79.639021,L4T,Mississauga,"Home Delivery",10
43.703659,-79.639996,L4T,Mississauga,"In-Store Pickup",10
43.703659,-79.639996,L4T,Mississauga,"Home Delivery",10
43.703746,-79.645173,L4T,Mississauga,"In-Store Pickup",12
43.703746,-79.645173,L4T,Mississauga,"Home Delivery",17
43.703776,-79.641109,L4T,Mississauga,"In-Store Pickup",8
43.703776,-79.641109,L4T,Mississauga,"Home Delivery",7
43.703868,-79.642642,L4T,Mississauga,"In-Store Pickup",12
43.703868,-79.642642,L4T,Mississauga,"Home Delivery",6
43.703959,-79.641581,L4T,Mississauga,"In-Store Pickup",11
43.703959,-79.641581,L4T,Mississauga,"Home Delivery",11
43.704107,-79.640676,L4T,Mississauga,"In-Store Pickup",14
43.704107,-79.640676,L4T,Mississauga,"Home Delivery",12
43.704328,-79.641753,L4T,Mississauga,"In-Store Pickup",9
43.704328,-79.641753,L4T,Mississauga,"Home Delivery",12
43.704349,-79.643035,L4T,Mississauga,"In-Store Pickup",10
43.704349,-79.643035,L4T,Mississauga,"Home Delivery",12
43.704562,-79.642528,L4T,Mississauga,"In-Store Pickup",12
43.704562,-79.642528,L4T,Mississauga,"Home Delivery",7
43.704932,-79.639587,L4T,Mississauga,"In-Store Pickup",16
43.704932,-79.639587,L4T,Mississauga,"Home Delivery",13
43.704933,-79.643928,L4T,Mississauga,"In-Store Pickup",7
43.704933,-79.643928,L4T,Mississauga,"Home Delivery",10
43.705014,-79.637131,L4T,Mississauga,"In-Store Pickup",4
43.705014,-79.637131,L4T,Mississauga,"Home Delivery",9
43.705028,-79.637388,L4T,Mississauga,"In-Store Pickup",13
43.705028,-79.637388,L4T,Mississauga,"Home Delivery",8
43.705043,-79.644448,L4T,Mississauga,"In-Store Pickup",13
43.705043,-79.644448,L4T,Mississauga,"Home Delivery",13
43.705045,-79.645456,L4T,Mississauga,"In-Store Pickup",6
43.705045,-79.645456,L4T,Mississauga,"Home Delivery",7
43.705083,-79.645001,L4T,Mississauga,"In-Store Pickup",11
43.705083,-79.645001,L4T,Mississauga,"Home Delivery",16
43.705189,-79.646000,L4T,Mississauga,"In-Store Pickup",6
43.705189,-79.646000,L4T,Mississauga,"Home Delivery",9
43.705272,-79.645219,L4T,Mississauga,"In-Store Pickup",6
43.705272,-79.645219,L4T,Mississauga,"Home Delivery",9
43.705294,-79.636276,L4T,Mississauga,"In-Store Pickup",14
43.705294,-79.636276,L4T,Mississauga,"Home Delivery",9
43.705310,-79.642225,L4T,Mississauga,"In-Store Pickup",10
43.705310,-79.642225,L4T,Mississauga,"Home Delivery",15
43.705344,-79.643315,L4T,Mississauga,"In-Store Pickup",9
43.705344,-79.643315,L4T,Mississauga,"Home Delivery",12
43.705367,-79.644089,L4T,Mississauga,"In-Store Pickup",7
43.705367,-79.644089,L4T,Mississauga,"Home Delivery",11
43.705470,-79.638060,L4T,Mississauga,"In-Store Pickup",8
43.705470,-79.638060,L4T,Mississauga,"Home Delivery",13
43.705711,-79.642714,L4T,Mississauga,"In-Store Pickup",14
43.705711,-79.642714,L4T,Mississauga,"Home Delivery",12
43.705938,-79.643397,L4T,Mississauga,"In-Store Pickup",16
43.705938,-79.643397,L4T,Mississauga,"Home Delivery",3
43.706032,-79.644115,L4T,Mississauga,"In-Store Pickup",10
43.706032,-79.644115,L4T,Mississauga,"Home Delivery",11
43.706437,-79.643299,L4T,Mississauga,"In-Store Pickup",14
43.706437,-79.643299,L4T,Mississauga,"Home Delivery",10
43.706486,-79.641001,L4T,Mississauga,"In-Store Pickup",10
43.706486,-79.641001,L4T,Mississauga,"Home Delivery",13
43.706742,-79.641834,L4T,Mississauga,"In-Store Pickup",5
43.706742,-79.641834,L4T,Mississauga,"Home Delivery",13
43.706838,-79.645410,L4T,Mississauga,"In-Store Pickup",8
43.706838,-79.645410,L4T,Mississauga,"Home Delivery",5
43.706941,-79.638257,L4T,Mississauga,"In-Store Pickup",10
43.706941,-79.638257,L4T,Mississauga,"Home Delivery",13
43.706967,-79.639709,L4T,Mississauga,"In-Store Pickup",12
43.706967,-79.639709,L4T,Mississauga,"Home Delivery",9
43.707059,-79.637298,L4T,Mississauga,"In-Store Pickup",11
43.707059,-79.637298,L4T,Mississauga,"Home Delivery",11
43.707079,-79.637544,L4T,Mississauga,"In-Store Pickup",17
43.707079,-79.637544,L4T,Mississauga,"Home Delivery",9
43.707108,-79.636444,L4T,Mississauga,"In-Store Pickup",11
43.707108,-79.636444,L4T,Mississauga,"Home Delivery",14
43.707292,-79.641642,L4T,Mississauga,"In-Store Pickup",5
43.707292,-79.641642,L4T,Mississauga,"Home Delivery",7
43.707381,-79.638109,L4T,Mississauga,"In-Store Pickup",13
43.707381,-79.638109,L4T,Mississauga,"Home Delivery",10
43.707426,-79.644731,L4T,Mississauga,"In-Store Pickup",15
43.707426,-79.644731,L4T,Mississauga,"Home Delivery",11
43.707515,-79.640038,L4T,Mississauga,"In-Store Pickup",9
43.707515,-79.640038,L4T,Mississauga,"Home Delivery",11
43.707552,-79.640114,L4T,Mississauga,"In-Store Pickup",8
43.707552,-79.640114,L4T,Mississauga,"Home Delivery",9
43.707663,-79.638313,L4T,Mississauga,"In-Store Pickup",9
43.707663,-79.638313,L4T,Mississauga,"Home Delivery",12
43.707682,-79.637117,L4T,Mississauga,"In-Store Pickup",9
43.707682,-79.637117,L4T,Mississauga,"Home Delivery",12
43.707704,-79.639584,L4T,Mississauga,"In-Store Pickup",8
43.707704,-79.639584,L4T,Mississauga,"Home Delivery",6
43.707936,-79.643556,L4T,Mississauga,"In-Store Pickup",12
43.707936,-79.643556,L4T,Mississauga,"Home Delivery",15
43.708110,-79.643349,L4T,Mississauga,"In-Store Pickup",10
43.708110,-79.643349,L4T,Mississauga,"Home Delivery",10
43.708157,-79.639543,L4T,Mississauga,"In-Store Pickup",12
43.708157,-79.639543,L4T,Mississauga,"Home Delivery",9
43.708176,-79.636573,L4T,Mississauga,"In-Store Pickup",5
43.708176,-79.636573,L4T,Mississauga,"Home Delivery",8
43.708233,-79.643397,L4T,Mississauga,"In-Store Pickup",9
43.708233,-79.643397,L4T,Mississauga,"Home Delivery",12
43.708295,-79.639512,L4T,Mississauga,"In-Store Pickup",12
43.708295,-79.639512,L4T,Mississauga,"Home Delivery",9
43.708320,-79.637037,L4T,Mississauga,"In-Store Pickup",14
43.708320,-79.637037,L4T,Mississauga,"Home Delivery",18
43.708371,-79.640988,L4T,Mississauga,"In-Store Pickup",17
43.708371,-79.640988,L4T,Mississauga,"Home Delivery",16
43.708421,-79.642661,L4T,Mississauga,"In-Store Pickup",9
43.708421,-79.642661,L4T,Mississauga,"Home Delivery",13
43.708494,-79.641388,L4T,Mississauga,"In-Store Pickup",12
43.708494,-79.641388,L4T,Mississauga,"Home Delivery",9
43.708540,-79.641070,L4T,Mississauga,"In-Store Pickup",6
43.708540,-79.641070,L4T,Mississauga,"Home Delivery",7
43.708610,-79.638812,L4T,Mississauga,"In-Store Pickup",15
43.708610,-79.638812,L4T,Mississauga,"Home Delivery",16
43.708752,-79.643583,L4T,Mississauga,"In-Store Pickup",14
43.708752,-79.643583,L4T,Mississauga,"Home Delivery",5
43.708846,-79.643170,L4T,Mississauga,"In-Store Pickup",5
43.708846,-79.643170,L4T,Mississauga,"Home Delivery",19
43.708921,-79.644334,L4T,Mississauga,"In-Store Pickup",14
43.708921,-79.644334,L4T,Mississauga,"Home Delivery",9
43.708970,-79.638946,L4T,Mississauga,"In-Store Pickup",4
43.708970,-79.638946,L4T,Mississauga,"Home Delivery",9
43.709001,-79.638858,L4T,Mississauga,"In-Store Pickup",14
43.709001,-79.638858,L4T,Mississauga,"Home Delivery",11
43.709006,-79.640618,L4T,Mississauga,"In-Store Pickup",11
43.709006,-79.640618,L4T,Mississauga,"Home Delivery",13
43.709022,-79.638034,L4T,Mississauga,"In-Store Pickup",10
43.709022,-79.638034,L4T,Mississauga,"Home Delivery",10
43.709035,-79.592492,M9W,Etobicoke,"In-Store Pickup",12
43.709035,-79.592492,M9W,Etobicoke,"Home Delivery",16
43.709163,-79.589768,M9W,Etobicoke,"In-Store Pickup",14
43.709163,-79.589768,M9W,Etobicoke,"Home Delivery",7
43.709242,-79.590910,M9W,Etobicoke,"In-Store Pickup",14
43.709242,-79.590910,M9W,Etobicoke,"Home Delivery",9
43.709280,-79.589073,M9W,Etobicoke,"In-Store Pickup",7
43.709280,-79.589073,M9W,Etobicoke,"Home Delivery",6
43.709310,-79.584661,M9W,Etobicoke,"In-Store Pickup",14
43.709310,-79.584661,M9W,Etobicoke,"Home Delivery",13
43.709399,-79.584678,M9W,Etobicoke,"In-Store Pickup",14
43.709399,-79.584678,M9W,Etobicoke,"Home Delivery",9
43.709427,-79.590883,M9W,Etobicoke,"In-Store Pickup",14
43.709427,-79.590883,M9W,Etobicoke,"Home Delivery",9
43.709503,-79.640798,L4T,Mississauga,"In-Store Pickup",15
43.709503,-79.640798,L4T,Mississauga,"Home Delivery",13
43.709525,-79.591645,M9W,Etobicoke,"In-Store Pickup",8
43.709525,-79.591645,M9W,Etobicoke,"Home Delivery",14
43.709542,-79.585746,M9W,Etobicoke,"In-Store Pickup",11
43.709542,-79.585746,M9W,Etobicoke,"Home Delivery",15
43.709608,-79.591144,M9W,Etobicoke,"In-Store Pickup",14
43.709608,-79.591144,M9W,Etobicoke,"Home Delivery",16
43.709629,-79.593158,M9W,Etobicoke,"In-Store Pickup",13
43.709629,-79.593158,M9W,Etobicoke,"Home Delivery",13
43.709685,-79.637496,L4T,Mississauga,"In-Store Pickup",15
43.709685,-79.637496,L4T,Mississauga,"Home Delivery",8
43.709790,-79.639327,L4T,Mississauga,"In-Store Pickup",13
43.709790,-79.639327,L4T,Mississauga,"Home Delivery",8
43.709821,-79.637921,L4T,Mississauga,"In-Store Pickup",12
43.709821,-79.637921,L4T,Mississauga,"Home Delivery",11
43.709842,-79.643030,L4T,Mississauga,"In-Store Pickup",12
43.709842,-79.643030,L4T,Mississauga,"Home Delivery",10
43.709874,-79.642714,L4T,Mississauga,"In-Store Pickup",6
43.709874,-79.642714,L4T,Mississauga,"Home Delivery",6
43.709937,-79.589497,M9W,Etobicoke,"In-Store Pickup",13
43.709937,-79.589497,M9W,Etobicoke,"Home Delivery",11
43.709941,-79.645236,L4T,Mississauga,"In-Store Pickup",6
43.709941,-79.645236,L4T,Mississauga,"Home Delivery",13
43.709947,-79.584866,M9W,Etobicoke,"In-Store Pickup",11
43.709947,-79.584866,M9W,Etobicoke,"Home Delivery",10
43.709951,-79.637259,L4T,Mississauga,"In-Store Pickup",7
43.709951,-79.637259,L4T,Mississauga,"Home Delivery",15
43.709968,-79.637895,L4T,Mississauga,"In-Store Pickup",13
43.709968,-79.637895,L4T,Mississauga,"Home Delivery",13
43.709968,-79.584298,M9W,Etobicoke,"In-Store Pickup",12
43.709968,-79.584298,M9W,Etobicoke,"Home Delivery",13
43.709976,-79.636064,L4T,Mississauga,"In-Store Pickup",23
43.709976,-79.636064,L4T,Mississauga,"Home Delivery",10
43.709987,-79.637871,L4T,Mississauga,"In-Store Pickup",10
43.709987,-79.637871,L4T,Mississauga,"Home Delivery",8
43.710073,-79.593719,M9W,Etobicoke,"In-Store Pickup",21
43.710073,-79.593719,M9W,Etobicoke,"Home Delivery",12
43.710101,-79.585934,M9W,Etobicoke,"In-Store Pickup",13
43.710101,-79.585934,M9W,Etobicoke,"Home Delivery",10
43.710106,-79.588538,M9W,Etobicoke,"In-Store Pickup",8
43.710106,-79.588538,M9W,Etobicoke,"Home Delivery",15
43.710124,-79.584443,M9W,Etobicoke,"In-Store Pickup",11
43.710124,-79.584443,M9W,Etobicoke,"Home Delivery",9
43.710240,-79.586365,M9W,Etobicoke,"In-Store Pickup",9
43.710240,-79.586365,M9W,Etobicoke,"Home Delivery",11
43.710344,-79.592353,M9W,Etobicoke,"In-Store Pickup",12
43.710344,-79.592353,M9W,Etobicoke,"Home Delivery",8
43.710637,-79.587527,M9W,Etobicoke,"In-Store Pickup",4
43.710637,-79.587527,M9W,Etobicoke,"Home Delivery",12
43.710714,-79.593895,M9W,Etobicoke,"In-Store Pickup",11
43.710714,-79.593895,M9W,Etobicoke,"Home Delivery",10
43.710742,-79.588910,M9W,Etobicoke,"In-Store Pickup",12
43.710742,-79.588910,M9W,Etobicoke,"Home Delivery",12
43.710829,-79.585043,M9W,Etobicoke,"In-Store Pickup",7
43.710829,-79.585043,M9W,Etobicoke,"Home Delivery",17
43.710938,-79.585873,M9W,Etobicoke,"In-Store Pickup",17
43.710938,-79.585873,M9W,Etobicoke,"Home Delivery",9
43.710950,-79.593601,M9W,Etobicoke,"In-Store Pickup",10
43.710950,-79.593601,M9W,Etobicoke,"Home Delivery",8
43.711127,-79.592857,M9W,Etobicoke,"In-Store Pickup",14
43.711127,-79.592857,M9W,Etobicoke,"Home Delivery",14
43.711211,-79.587270,M9W,Etobicoke,"In-Store Pickup",10
43.711211,-79.587270,M9W,Etobicoke,"Home Delivery",8
43.711244,-79.589374,M9W,Etobicoke,"In-Store Pickup",17
43.711244,-79.589374,M9W,Etobicoke,"Home Delivery",16
43.711300,-79.588559,M9W,Etobicoke,"In-Store Pickup",11
43.711300,-79.588559,M9W,Etobicoke,"Home Delivery",8
43.711341,-79.585526,M9W,Etobicoke,"In-Store Pickup",15
43.711341,-79.585526,M9W,Etobicoke,"Home Delivery",11
43.711447,-79.592667,M9W,Etobicoke,"In-Store Pickup",13
43.711447,-79.592667,M9W,Etobicoke,"Home Delivery",14
43.711491,-79.593972,M9W,Etobicoke,"In-Store Pickup",12
43.711491,-79.593972,M9W,Etobicoke,"Home Delivery",5
43.711492,-79.588187,M9W,Etobicoke,"In-Store Pickup",12
43.711492,-79.588187,M9W,Etobicoke,"Home Delivery",13
43.711740,-79.588213,M9W,Etobicoke,"In-Store Pickup",6
43.711740,-79.588213,M9W,Etobicoke,"Home Delivery",14
43.711915,-79.588969,M9W,Etobicoke,"In-Store Pickup",7
43.711915,-79.588969,M9W,Etobicoke,"Home Delivery",14
43.712223,-79.591678,M9W,Etobicoke,"In-Store Pickup",14
43.712223,-79.591678,M9W,Etobicoke,"Home Delivery",8
43.712264,-79.588384,M9W,Etobicoke,"In-Store Pickup",15
43.712264,-79.588384,M9W,Etobicoke,"Home Delivery",10
43.712324,-79.590384,M9W,Etobicoke,"In-Store Pickup",7
43.712324,-79.590384,M9W,Etobicoke,"Home Delivery",8
43.712386,-79.586605,M9W,Etobicoke,"In-Store Pickup",13
43.712386,-79.586605,M9W,Etobicoke,"Home Delivery",13
43.712428,-79.591266,M9W,Etobicoke,"In-Store Pickup",9
43.712428,-79.591266,M9W,Etobicoke,"Home Delivery",13
43.712436,-79.586882,M9W,Etobicoke,"In-Store Pickup",17
43.712436,-79.586882,M9W,Etobicoke,"Home Delivery",9
43.712499,-79.592878,M9W,Etobicoke,"In-Store Pickup",11
43.712499,-79.592878,M9W,Etobicoke,"Home Delivery",9
43.712535,-79.593597,M9W,Etobicoke,"In-Store Pickup",14
43.712535,-79.593597,M9W,Etobicoke,"Home Delivery",14
43.712569,-79.592983,M9W,Etobicoke,"In-Store Pickup",5
43.712569,-79.592983,M9W,Etobicoke,"Home Delivery",8
43.712579,-79.591329,M9W,Etobicoke,"In-Store Pickup",10
43.712579,-79.591329,M9W,Etobicoke,"Home Delivery",10
43.712903,-79.589681,M9W,Etobicoke,"In-Store Pickup",7
43.712903,-79.589681,M9W,Etobicoke,"Home Delivery",5
43.712961,-79.591740,M9W,Etobicoke,"In-Store Pickup",8
43.712961,-79.591740,M9W,Etobicoke,"Home Delivery",14
43.712969,-79.586017,M9W,Etobicoke,"In-Store Pickup",9
43.712969,-79.586017,M9W,Etobicoke,"Home Delivery",9
43.713030,-79.585402,M9W,Etobicoke,"In-Store Pickup",9
43.713030,-79.585402,M9W,Etobicoke,"Home Delivery",15
43.713031,-79.592878,M9W,Etobicoke,"In-Store Pickup",7
43.713031,-79.592878,M9W,Etobicoke,"Home Delivery",9
43.713042,-79.584666,M9W,Etobicoke,"In-Store Pickup",6
43.713042,-79.584666,M9W,Etobicoke,"Home Delivery",12
43.713104,-79.592652,M9W,Etobicoke,"In-Store Pickup",7
43.713104,-79.592652,M9W,Etobicoke,"Home Delivery",11
43.713127,-79.592538,M9W,Etobicoke,"In-Store Pickup",10
43.713127,-79.592538,M9W,Etobicoke,"Home Delivery",5
43.713148,-79.587545,M9W,Etobicoke,"In-Store Pickup",17
43.713148,-79.587545,M9W,Etobicoke,"Home Delivery",5
43.713155,-79.590896,M9W,Etobicoke,"In-Store Pickup",11
43.713155,-79.590896,M9W,Etobicoke,"Home Delivery",11
43.713434,-79.593712,M9W,Etobicoke,"In-Store Pickup",9
43.713434,-79.593712,M9W,Etobicoke,"Home Delivery",11
43.713497,-79.591351,M9W,Etobicoke,"In-Store Pickup",9
43.713497,-79.591351,M9W,Etobicoke,"Home Delivery",11
43.713558,-79.584177,M9W,Etobicoke,"In-Store Pickup",14
43.713558,-79.584177,M9W,Etobicoke,"Home Delivery",14
43.713572,-79.592804,M9W,Etobicoke,"In-Store Pickup",9
43.713572,-79.592804,M9W,Etobicoke,"Home Delivery",7
43.713697,-79.590362,M9W,Etobicoke,"In-Store Pickup",6
43.713697,-79.590362,M9W,Etobicoke,"Home Delivery",11
43.713859,-79.588452,M9W,Etobicoke,"In-Store Pickup",13
43.713859,-79.588452,M9W,Etobicoke,"Home Delivery",10
43.713982,-79.590680,M9W,Etobicoke,"In-Store Pickup",8
43.713982,-79.590680,M9W,Etobicoke,"Home Delivery",7
43.714052,-79.585659,M9W,Etobicoke,"In-Store Pickup",10
43.714052,-79.585659,M9W,Etobicoke,"Home Delivery",8
43.714086,-79.585861,M9W,Etobicoke,"In-Store Pickup",7
43.714086,-79.585861,M9W,Etobicoke,"Home Delivery",13
43.714213,-79.587576,M9W,Etobicoke,"In-Store Pickup",10
43.714213,-79.587576,M9W,Etobicoke,"Home Delivery",17
43.714442,-79.588357,M9W,Etobicoke,"In-Store Pickup",6
43.714442,-79.588357,M9W,Etobicoke,"Home Delivery",15
43.714675,-79.587710,M9W,Etobicoke,"In-Store Pickup",15
43.714675,-79.587710,M9W,Etobicoke,"Home Delivery",7
43.714775,-79.587563,M9W,Etobicoke,"In-Store Pickup",10
43.714775,-79.587563,M9W,Etobicoke,"Home Delivery",13
43.714807,-79.590597,M9W,Etobicoke,"In-Store Pickup",11
43.714807,-79.590597,M9W,Etobicoke,"Home Delivery",13
43.714813,-79.591881,M9W,Etobicoke,"In-Store Pickup",17
